"x","y"
447370.740992948,4626613.11385744
447373.983273539,4626623.06054402
447347.326804884,4626599.53472944
447377.398185595,4626585.24870162
447393.655776023,4626590.50209522
447389.267084619,4626576.97203701
447448.750481196,4626612.49698054
447437.70556685,4626622.5917447
447503.973907151,4626591.83277824
447588.995083666,4626610.09449343
447684.72315307,4626594.84571735
447807.983304339,4626579.01431451
446035.345335491,4626536.35001566
446372.540639737,4626528.82623626
446500.644827576,4626562.21768758
446508.690358978,4626547.86139588
446534.963939816,4626556.49422884
446569.719455298,4626530.53181306
446581.981859251,4626549.73136149
446616.66539273,4626571.75888706
446655.03326701,4626533.80334494
447055.140957434,4626530.36987474
447088.669749594,4626561.65541961
447187.352875224,4626544.86999908
447213.359948143,4626536.34908131
447270.552763192,4626536.39691218
447247.849748097,4626567.2380261
447242.250889307,4626570.70053029
447289.230572549,4626571.25093356
447312.613530317,4626558.18843655
447332.156556263,4626527.95046901
447392.616793246,4626538.89161769
447407.122347213,4626525.6276559
447413.652169716,4626546.98158125
447412.446569151,4626545.34201125
447376.952445065,4626558.34954481
447443.713245017,4626547.88078221
447443.623549654,4626527.935044
447500.357429276,4626546.86217611
447528.536662494,4626536.31079911
447619.399327331,4626557.95832198
447760.56978876,4626538.1582181
447855.59135729,4626550.79566158
447912.65603127,4626554.59646221
447907.456699444,4626529.77720107
447949.908428139,4626539.22764042
447940.091051674,4626565.25556557
446005.935223983,4626481.22119344
446535.578413273,4626521.93829
446549.095354252,4626514.3957091
446602.083440567,4626480.68873468
447193.138590653,4626485.44900415
447239.70115697,4626482.33587833
447227.161361394,4626497.63935623
447226.451343915,4626517.01717451
447231.98070674,4626510.05149729
447230.201064574,4626512.97967238
447315.223323973,4626502.90406862
447317.976102361,4626487.22169418
447304.704574042,4626497.81224266
447357.275646878,4626484.04142883
447351.163577312,4626517.25093195
447346.85781186,4626476.9147267
447375.22990813,4626511.10346193
447447.599962191,4626486.61402222
447435.431244969,4626520.2925175
447492.227688793,4626492.11620064
447508.71037714,4626497.36067523
447531.332776521,4626508.35520788
447573.346146161,4626495.57140723
447802.264404786,4626499.3556683
447867.650811269,4626475.02343548
447859.86285609,4626485.64804732
446559.149778681,4626451.17919698
446622.98479653,4626456.33692469
446605.361863936,4626459.88996825
446628.616549622,4626451.22675507
446695.142059075,4626431.18922831
447106.949874351,4626450.86659293
447111.039975937,4626427.23884435
447171.53776919,4626466.54186409
447188.993576553,4626474.46834296
447219.567460532,4626446.61631524
447201.330649038,4626446.50071171
447223.796804133,4626454.42047297
447179.212227138,4626468.08905345
447223.283581017,4626449.87252486
447225.097715773,4626460.66954297
447241.358143289,4626452.30837625
447248.398519878,4626438.27913506
447295.903171366,4626434.42173979
447309.706387925,4626428.7495148
447304.982033977,4626454.35101727
447276.428867772,4626455.09118297
447330.526411498,4626435.08962943
447368.274203211,4626441.52761722
447364.47226695,4626428.26290923
447354.712233611,4626470.03393414
447330.238965328,4626446.74363576
447378.62824935,4626428.08070031
447439.740007394,4626467.15175646
447469.077245414,4626468.13371965
447462.949680386,4626451.81849084
447493.48030996,4626451.05203035
447526.000894618,4626444.45797289
447530.993533495,4626457.30002809
447628.230979841,4626471.97536095
447904.544689669,4626439.79478795
446267.484629899,4626390.071397
446396.994927712,4626416.84130195
446519.523376192,4626393.49518181
446502.926691552,4626390.28515443
446673.629724677,4626399.92410603
447078.571827139,4626406.17756001
447135.39864358,4626386.8907632
447173.176484916,4626384.19046665
447158.16835775,4626418.70163083
447264.718906232,4626389.30745409
447232.049782004,4626424.82347501
447317.062726244,4626423.81664404
447335.207048443,4626410.80910789
447333.835371269,4626423.05657447
447366.782967909,4626418.57865442
447374.653220165,4626386.66329318
447349.062808265,4626413.79250404
447411.313143838,4626410.30139712
447395.242867793,4626404.45156522
447412.757714069,4626423.72975072
447379.70963883,4626424.06677523
447521.070793807,4626417.53620136
447501.89779721,4626414.52030966
447504.115276411,4626412.38931133
447533.038332139,4626388.68588955
447603.344889451,4626404.20172673
447964.763993444,4626410.8572146
446192.765026435,4626350.74801616
446333.492717729,4626337.24484736
446462.706250488,4626360.42111698
446469.103803171,4626352.53139634
446541.040268727,4626359.02985744
446621.154680243,4626326.27155448
446595.963602501,4626349.76214571
446939.361027442,4626331.08852085
447074.281020358,4626364.58850813
447120.919069287,4626363.90359727
447098.776413698,4626364.708405
447121.795784822,4626374.24622249
447081.049138668,4626327.81621331
447159.183726215,4626368.36500021
447168.182440044,4626350.08795923
447156.390770175,4626337.70477389
447253.70198196,4626362.15238905
447227.308286552,4626355.33334691
447252.693349135,4626354.50833171
447238.230424409,4626368.51581838
447292.656814447,4626370.73836231
447323.468596977,4626331.90423375
447275.654271606,4626373.5538995
447370.752603421,4626351.23503735
447331.708872796,4626372.58706224
447340.874021302,4626350.68953494
447378.498434729,4626359.89276578
447378.370610939,4626345.37437407
447461.547728791,4626341.87672329
447478.645553382,4626372.07306601
447497.758312616,4626343.77077342
447506.114582776,4626360.38267967
447522.547766799,4626327.36387473
447683.594851452,4626372.86032843
447902.595460683,4626371.59064789
447908.242532646,4626326.93301088
447957.963759068,4626353.18829874
446663.007144304,4626322.77266186
446625.561571831,4626297.2932324
446657.161615125,4626294.89065284
447008.929745923,4626315.66388402
447109.167513973,4626315.80597115
447098.949644505,4626301.54917383
447170.203595248,4626284.88117038
447260.623209202,4626306.83911386
447229.728140752,4626296.46809433
447254.213868431,4626279.11662166
447309.64535462,4626317.8952885
447367.870768323,4626311.15523316
447388.135828392,4626290.66020756
447450.931391143,4626287.39594896
447506.185092754,4626311.17868073
447494.813134568,4626320.26323291
447497.923269647,4626290.93195903
447568.048845103,4626302.04204526
447601.064377767,4626303.66500064
447924.590330792,4626285.47013569
446091.840677767,4626270.59130489
446423.962534894,4626270.11384802
446429.803944507,4626244.89027986
446444.503044919,4626269.59515624
446536.438609764,4626239.02206081
446599.198281975,4626255.92842085
446594.287808635,4626229.99363
446756.737609836,4626232.38401405
446888.946371444,4626265.65618775
446934.509078949,4626246.14824886
447006.124171172,4626241.83821821
447011.205762171,4626260.74554555
447078.399240843,4626271.3612163
447117.356150982,4626271.61334012
447185.712424002,4626262.99890033
447244.26891472,4626229.29594639
447234.967852873,4626230.14948475
447280.335521384,4626270.30303723
447299.085413874,4626227.43193758
447345.233856305,4626253.59718986
447389.542463108,4626238.12040141
447428.692907188,4626247.43176348
447505.917054811,4626246.47853874
447566.127138829,4626227.79027499
447617.256413982,4626270.01590723
446594.016085763,4626204.85769166
446602.719636995,4626215.52721715
446593.135302782,4626197.49013524
446803.887857229,4626188.75766217
447079.304906388,4626184.81763401
447119.533340551,4626181.2971822
447292.446335265,4626182.45216773
447445.737461816,4626199.78388145
447445.640282275,4626179.44874032
447472.828939196,4626213.10507056
447695.666775911,4626217.53135319
446267.647488439,4626160.32970406
446449.34824307,4626156.91821658
446482.51260859,4626166.25895553
446645.335020928,4626168.07523068
446697.633148218,4626127.51592456
446912.63343757,4626137.72489295
446902.464626648,4626173.09355761
447183.747460344,4626166.65359491
447262.873444171,4626151.19337607
447294.18571823,4626143.25716094
447324.189717206,4626171.06201665
447290.140278428,4626127.14996082
447358.86488246,4626139.24451688
447359.125423466,4626158.75000403
447562.688869226,4626137.35735305
447612.727349601,4626146.55827834
446522.055219079,4626088.93377101
446539.27338206,4626091.62415718
446588.742878719,4626118.86963306
446581.675649108,4626108.05940848
446621.14294651,4626092.05446155
446717.738268164,4626084.20317972
446699.337250926,4626095.25531026
446710.72797901,4626099.94960679
446712.593297195,4626088.48234118
446769.965598127,4626100.80919161
446775.534292252,4626090.58588777
446827.914435125,4626111.3928352
446879.277516762,4626108.2121733
447017.370877869,4626120.38268833
447163.853818865,4626108.29600104
447274.664428376,4626091.61393452
447352.589676238,4626097.19735555
447402.533129451,4626077.46590481
447433.131336409,4626120.29828284
447426.2092283,4626094.93658581
447428.009388875,4626104.0642633
447453.766402206,4626079.1434187
447471.455818659,4626077.96889994
446610.275552783,4626055.30942228
446577.446393843,4626060.15808802
446628.402779519,4626037.65336723
446670.72403389,4626025.62228607
446640.132848709,4626055.53330693
446643.924945965,4626039.32600552
446656.846623309,4626061.60082668
446665.002550709,4626059.01131771
446666.10580103,4626039.79321787
446652.580597205,4626068.50717758
446678.071197064,4626063.28122852
446772.326751286,4626030.57913656
446746.527496527,4626043.86886464
446762.549336918,4626027.09211184
446761.617062276,4626029.92252123
446846.488066821,4626039.59506128
446968.505284283,4626066.38237602
447016.643534356,4626054.36500555
447184.766051813,4626047.46154761
447210.272866464,4626066.11281373
447301.107590448,4626045.42724633
447420.401766454,4626063.08472757
447437.312316941,4626030.37936924
447510.840243904,4626064.39606643
447510.924738774,4626038.43701598
446557.378786709,4625992.96854952
446604.620757024,4625981.67832593
446615.597450617,4625989.40096571
446608.77056059,4625977.24639437
446690.138854925,4626011.97263446
446708.28438414,4626016.07367717
446724.033984297,4626017.66151626
446682.131143985,4625996.83691536
446928.16419187,4625977.27624719
446955.827994947,4626000.71639913
447068.678097101,4626012.12975179
447095.440907276,4625977.33728695
447084.509131999,4625995.43283491
447092.277027806,4626023.21026486
447080.565420317,4626010.53257906
447186.525647971,4626017.69002724
447199.032814428,4626022.8463349
447338.702077256,4626007.37997888
447363.233451406,4625986.67878247
447337.262549542,4625978.07847434
447369.348915981,4626019.86378589
447421.670352621,4626019.39465908
447434.059791116,4625995.21102929
447435.995327064,4626019.89291195
447463.139525196,4626011.05106641
447452.233486518,4626003.01445513
446552.088123222,4625959.84165457
446607.955749286,4625959.51500287
446661.401607865,4625971.84338907
446657.739417208,4625949.92304988
446674.023243331,4625950.5375152
446678.048811655,4625929.0477894
446706.279431714,4625972.69494189
446736.760055751,4625963.65016536
446740.045840724,4625944.16219655
446814.2743223,4625970.37524637
446818.383882171,4625947.52839772
446785.896507616,4625956.27716854
446902.703794686,4625940.08714571
447013.975210057,4625955.6778667
447097.136627499,4625933.25819952
447110.02229728,4625930.73824827
447259.144921124,4625955.50623914
447275.344870717,4625944.28748672
447276.747184736,4625945.38205834
447304.241107986,4625951.20456889
447309.410688316,4625958.63680209
447343.604394002,4625933.93182467
447326.697880123,4625955.80762986
447399.854058225,4625967.46361848
447382.391997101,4625966.41537528
447403.286620148,4625935.46391204
447439.931977435,4625935.43148381
447498.45679726,4625960.21984002
447524.285790895,4625956.82543289
446631.034225982,4625887.29980458
446631.706610799,4625909.5215363
446775.075916701,4625894.54437783
446797.27524271,4625893.70088321
446775.930473278,4625915.39571679
446778.0271066,4625924.85947859
446776.060425397,4625887.7581238
447077.242226154,4625911.84294792
447175.679616991,4625875.53277829
447210.189639428,4625920.96488917
447237.33562649,4625877.14584486
447311.728040362,4625907.22636329
447286.000640353,4625914.57602577
447348.218903353,4625896.32992866
447439.382930903,4625876.79586577
445989.742327074,4625869.59658883
446462.331568275,4625843.10642153
446511.605935986,4625857.04654591
446572.464250692,4625825.14186602
446561.529836233,4625835.91440676
446652.042253932,4625843.24531486
446736.993716273,4625831.45214787
446749.738136271,4625837.55915783
446735.431552865,4625845.00585289
446772.692578856,4625848.23194783
446759.639212536,4625872.63009887
447096.271210781,4625844.568111
447170.857119339,4625842.65252909
447186.241570115,4625868.79288963
447193.805440015,4625868.52639065
447374.762692547,4625860.458057
447350.423823379,4625864.27751277
447343.636927148,4625871.31592174
447371.728597675,4625836.93177497
446074.688490946,4625819.70541095
446376.830599096,4625778.10349767
446449.815444287,4625821.8943922
446484.133174387,4625796.16311303
446549.449198006,4625785.23464736
446587.999026303,4625808.61800318
446659.476493229,4625809.05670747
446672.165768477,4625820.46465133
446669.395925908,4625798.728311
446763.240741892,4625784.07910175
446807.78468377,4625803.07347366
446806.273480272,4625817.76753807
446803.630381636,4625811.34608833
447078.929701995,4625819.20909151
447134.597546107,4625821.2115464
447192.169681739,4625807.27979306
447212.08210726,4625805.57708223
447208.828462125,4625778.01274583
447229.328107496,4625784.76507326
447247.733504511,4625800.59635126
447237.704421754,4625786.87362273
447318.583152047,4625779.69932212
447351.47990539,4625794.20253879
447446.061462467,4625787.71161926
447969.261928473,4625817.71592156
446491.162371309,4625771.12928589
446558.534634626,4625767.00868442
446573.92509511,4625728.5109351
446537.526995712,4625726.88612815
446607.563668839,4625761.51542595
446590.031263907,4625766.23784051
446708.052293712,4625732.11195907
447132.187858608,4625758.71145556
447221.313933877,4625757.05000161
447260.69703988,4625750.87318933
447286.836049508,4625725.67812944
447357.457698847,4625738.45701299
447342.159134103,4625761.66572329
447398.795099428,4625754.91621607
447421.691516275,4625733.0284906
447444.37382553,4625751.4169059
447671.98171299,4625748.48699692
446037.358218292,4625686.26489725
446475.113195658,4625710.91548424
446478.351328662,4625706.06924761
446509.048303729,4625677.44763
446504.749741103,4625701.86165567
446567.012654955,4625707.00271117
446526.42486518,4625678.28792712
446601.077360602,4625700.69291242
446714.355639659,4625711.267305
446719.458622392,4625702.63056599
446796.593926579,4625711.54508868
446821.546098799,4625675.72213411
446828.241586755,4625684.77221236
446921.473695431,4625685.19163404
447138.561633148,4625698.08505692
447190.647259972,4625679.08696022
447202.695800655,4625708.13727155
447304.146320513,4625700.12831018
447315.149421524,4625693.69133464
447415.013085876,4625685.21238173
447442.350770894,4625698.76869654
447442.917839973,4625696.43123428
446404.139408667,4625655.69868871
446449.545141798,4625660.0283501
446459.239163762,4625671.75530945
446496.50165335,4625627.22004335
446491.331105446,4625659.71739382
446475.36852737,4625642.29172525
446486.805544514,4625664.11412505
446539.765427017,4625647.68989118
446567.119623662,4625653.31768378
446566.334966826,4625647.47933585
446593.908582791,4625643.77108605
446596.492892853,4625625.95751288
446596.254173212,4625674.41370637
446617.946232355,4625642.2724414
446610.557137872,4625653.74343789
446654.147058888,4625631.61890832
446634.639854473,4625670.32564876
446633.591379412,4625647.11743258
446800.91322239,4625639.34517725
446843.662200496,4625625.27404836
446842.656657298,4625641.54078672
447210.727435967,4625630.03159604
447271.340794547,4625631.00841147
447233.40542051,4625640.87643919
447278.809656925,4625667.781452
447329.156267247,4625672.3595073
447399.224919069,4625669.19135964
447404.417602019,4625635.36141202
447454.231873434,4625658.73111703
447467.342142516,4625627.64144996
446105.153534608,4625578.83913034
446345.182127564,4625581.03362058
446441.160623322,4625580.40893733
446453.799134772,4625586.27084774
446508.063236519,4625593.83529756
446480.60385111,4625592.45960072
446479.364948568,4625607.45016264
446504.130426852,4625593.96438419
446537.092285464,4625608.49517495
446530.295102042,4625589.43590758
446542.809448671,4625602.77850594
446572.085433186,4625622.2889937
446535.074191622,4625597.21813777
446542.61359938,4625605.44785362
446585.115725291,4625609.25354185
446595.039082691,4625599.15686027
446613.33678019,4625600.44646927
446620.524390414,4625622.02873919
446655.193474737,4625622.82694187
446649.33935327,4625590.31708429
446750.812917855,4625596.03878704
446756.116204569,4625614.76876984
446747.992761014,4625582.46378624
446741.490210092,4625597.01145345
446774.497263564,4625576.25472569
446779.158619943,4625582.87175882
447015.381234791,4625575.52205864
447075.975278113,4625615.87304941
447137.891240604,4625611.83201836
447186.48065317,4625598.51785938
447263.591345481,4625592.18465214
447331.538810197,4625603.70533291
447803.028411057,4625617.47877636
447871.343613742,4625584.79530262
447916.189321293,4625590.70056692
446265.303496609,4625535.63524419
446355.178034329,4625550.42904506
446345.585427899,4625554.1699993
446415.233809443,4625573.60720542
446482.705847675,4625535.44718573
446479.501104646,4625534.22213136
446563.951376232,4625572.48353316
446543.849380256,4625541.84112605
446624.919919041,4625567.15763961
446634.518829954,4625542.47966817
446708.253734931,4625562.41117924
446719.06346844,4625550.20218289
446763.793661818,4625569.69540803
446801.253816427,4625543.461219
446915.107549331,4625533.29470764
447005.465180171,4625572.86853177
447109.471167962,4625556.65442476
447137.685877201,4625537.0399192
447202.285869117,4625550.14502496
447272.730860859,4625570.8766225
447292.710074526,4625541.40166109
447340.740350436,4625527.67106044
447327.720923256,4625556.43800651
447368.694538402,4625534.01878598
447407.773824176,4625541.25382731
447412.238775229,4625569.63975196
447411.975021346,4625568.58624571
446142.540181486,4625510.11257498
446401.492311712,4625476.13291346
446441.091168043,4625512.6539059
446452.560901293,4625507.52180995
446524.456162984,4625519.95426607
446511.146637786,4625509.20356697
446514.713470754,4625485.04469645
446486.253784096,4625475.13165942
446502.38460293,4625513.0242366
446499.573339778,4625475.54269343
446552.718602633,4625506.77950865
446607.205056015,4625516.50582902
446577.256911411,4625497.17036706
446657.35980419,4625514.22624234
446653.651205916,4625497.67439553
446710.744920198,4625475.01652893
446733.677235083,4625483.79287546
446773.733039876,4625502.34619963
446744.661922869,4625477.91182733
446731.136355002,4625504.79877077
446773.420123383,4625499.46920167
446823.497744102,4625502.43407738
447113.879132632,4625517.70851142
447088.252815534,4625489.97169981
447199.771092332,4625491.61645495
447197.534897632,4625521.9942876
447234.461556305,4625487.50416075
447323.366853164,4625512.03207255
447345.615392399,4625493.81078068
447327.355185675,4625509.54929708
447473.389171483,4625494.89788711
446020.612921915,4625428.98431271
446300.65152935,4625462.75144004
446521.148802107,4625434.1172662
446568.258350855,4625442.88204821
446574.885596789,4625467.77158255
446600.911792391,4625442.99613882
446620.824243838,4625471.38549831
446649.93438574,4625447.68136039
446690.595248283,4625469.28595413
446679.278923478,4625432.4249632
446720.63016519,4625428.17142227
446677.313932881,4625470.2124194
446770.012912271,4625470.97421328
446744.59559212,4625442.63082793
446858.197477378,4625436.82412026
446905.739418266,4625469.7639482
447083.931654913,4625439.326074
447241.788121231,4625458.45768737
447261.563871941,4625463.65512544
447273.620660696,4625447.2457367
447240.213576332,4625470.84427653
447260.327740491,4625449.39793613
447272.502008732,4625451.61107075
447289.220085309,4625472.52943225
447307.435586501,4625429.38424189
447368.883400573,4625433.8073579
447345.93286704,4625442.08560326
447417.433768348,4625447.35679033
447577.568822482,4625441.53180118
447676.906273223,4625436.87436499
447758.340755966,4625437.29105074
447903.35859888,4625426.41782945
447913.012351107,4625441.3895599
447971.617607411,4625463.3747621
447926.169399254,4625457.04105918
446051.127990743,4625387.09745628
446550.184713909,4625406.77931604
446528.983839194,4625397.04561712
446621.136272862,4625399.55371259
446666.166283563,4625387.27799945
446655.024056882,4625404.79952951
446720.637238689,4625376.06481427
446683.422521618,4625386.11667975
446681.018327642,4625418.32401587
446716.758337396,4625413.74294271
446712.179307546,4625377.15817042
446729.315309238,4625380.72398804
446793.40824245,4625408.81185224
446792.973829154,4625423.44075172
446860.377561254,4625378.81727653
446868.221398676,4625417.0833917
446929.420320538,4625381.15587739
447032.009179937,4625379.7537231
447214.009334403,4625389.66954127
447236.497217149,4625418.64195343
447254.605251679,4625423.34990472
447332.710640866,4625419.1963857
447368.730508978,4625417.40356548
447385.261305561,4625380.23759188
447410.794573033,4625395.59971474
447382.454032009,4625424.45029661
447970.000487787,4625389.01420841
446536.601102049,4625343.7000046
446530.485012953,4625369.33070938
446595.108557912,4625372.33552523
446596.70738451,4625360.21375237
446639.528697147,4625351.35737165
446688.640027912,4625359.20376282
446719.794543856,4625327.88957247
446732.592580433,4625358.42521742
446819.897316967,4625347.4533733
446820.539774431,4625363.69107029
446810.927022423,4625363.65792428
446784.006667999,4625338.09452135
446797.148147447,4625328.73885636
446900.64513511,4625328.28362909
446885.654875869,4625364.88884194
446968.791928666,4625342.74970557
447004.962938442,4625353.86261926
447246.585004358,4625352.98555128
447238.068265887,4625374.7375464
447301.429088844,4625356.33926957
447298.928628804,4625362.097483
447315.885731648,4625343.72980513
447276.181695436,4625352.49726474
447317.80861218,4625355.89090901
447311.106070084,4625328.18620356
447410.528074345,4625356.80211589
447424.966535182,4625325.24862743
447883.160591382,4625372.37821162
446114.436528203,4625317.3695668
446560.184606549,4625279.36900159
446583.331346582,4625297.10603026
446819.630396133,4625291.29184745
446830.86602207,4625294.84035254
446847.575704777,4625302.29881626
446856.163206755,4625312.56507747
446882.684004749,4625290.80670937
446906.319487211,4625311.89997637
446938.332546421,4625320.91409353
447142.054734996,4625295.74436316
447164.76509081,4625297.39375636
447130.678626674,4625304.82228999
447178.137817851,4625295.08491739
447293.139637064,4625316.3715585
447305.15296458,4625304.31579167
447326.738103549,4625278.96237008
447367.811407812,4625282.68306997
447338.197494252,4625275.48428491
447340.903918352,4625311.4348158
447407.264901197,4625293.37819045
447379.301090539,4625281.87119642
447426.445255952,4625298.31252788
447579.275792849,4625307.97284772
446915.617536916,4625265.82781628
447030.66379769,4625258.33628686
447124.674741074,4625256.02493559
447165.183436859,4625254.09412503
447165.18262669,4625252.1575602
447150.220973813,4625258.67032047
447191.709242121,4625266.25451329
447324.065513932,4625243.73350581
447342.632794101,4625256.06485721
447372.707232693,4625260.07964959
447338.751569076,4625234.91404948
447333.444685,4625274.1351545
447385.766366904,4625247.01284769
447395.743318042,4625236.28136072
447870.909981069,4625225.31361472
446569.113502244,4625177.2692106
446880.109527963,4625196.6616901
446918.273693859,4625192.42390079
446961.068079749,4625181.19536285
446932.502772391,4625224.10240152
447014.694818063,4625202.89420309
447250.663447834,4625190.71604968
447227.329600544,4625186.52554678
447292.698965338,4625205.69112077
447321.220345865,4625186.82252365
447317.176706204,4625211.77028747
447424.441722175,4625196.42835351
447401.241178741,4625188.23720576
447659.157705039,4625203.70253508
447760.264947207,4625200.99135654
447729.472438362,4625210.5764572
447907.546484959,4625179.67359199
447944.24166088,4625209.34472794
447944.941113319,4625189.60629837
446666.433660965,4625169.03382917
446878.293618723,4625136.15156464
446899.745498924,4625166.44203047
447025.587671145,4625155.34340126
447039.396731078,4625143.95522465
447139.110144181,4625155.55906335
447165.896526992,4625152.47990708
447239.278689912,4625148.74575868
447317.231605796,4625152.51527332
447305.687478615,4625129.05188842
447298.975077411,4625151.17457148
447301.05713486,4625161.70897472
447285.244914051,4625131.55518096
447321.419941378,4625127.05996677
447359.50610959,4625154.28032742
447325.772651273,4625150.50977696
447349.021018855,4625167.03296227
447419.218647433,4625132.41959702
447392.339548003,4625150.69006616
447406.22492769,4625153.73187315
447413.976499462,4625147.93175076
447449.317553802,4625159.26525081
447449.381011387,4625168.2758529
447432.739607734,4625134.8565393
447439.906297962,4625172.74129834
447443.204405683,4625136.56139141
447513.113028451,4625169.28206375
447877.402878599,4625171.90428701
447881.531898642,4625160.26042759
447921.579866961,4625148.43763508
447929.403715325,4625160.41267251
446611.200900935,4625119.86280541
446626.325779199,4625112.63561524
446766.164850374,4625081.1631237
447003.519085457,4625093.42761162
447193.481202796,4625098.09511007
